Date,Month,Week,EMP Name,Supervisor Name,Calls Handled,Sales,Average Handle Time,Login Hours,Target Login Hours,Total Handle Time
05-Jan-17,Jan-17,2,EMP-2,Supervisor-1,34,20,510,6.9,9,17340
05-Jan-17,Jan-17,2,EMP-3,Supervisor-1,41,11,355,5.9,9,14555
05-Jan-17,Jan-17,2,EMP-4,Supervisor-1,58,22,452,5.9,9,26216
05-Jan-17,Jan-17,2,EMP-5,Supervisor-1,30,18,409,6.9,9,12270
05-Jan-17,Jan-17,2,EMP-6,Supervisor-2,37,24,497,4.9,9,18389
05-Jan-17,Jan-17,2,EMP-7,Supervisor-2,30,27,350,3.5,9,10500
05-Jan-17,Jan-17,2,EMP-8,Supervisor-2,66,14,570,8.8,9,37620
05-Jan-17,Jan-17,2,EMP-9,Supervisor-2,65,26,527,9,9,34255
05-Jan-17,Jan-17,2,EMP-10,Supervisor-2,32,26,540,3.5,9,17280
05-Jan-17,Jan-17,2,EMP-11,Supervisor-2,41,8,446,8.8,9,18286
05-Jan-17,Jan-17,2,EMP-12,Supervisor-2,31,10,324,5.9,9,10044
05-Jan-17,Jan-17,2,EMP-13,Supervisor-2,31,22,437,5.9,9,13547
05-Jan-17,Jan-17,2,EMP-14,Supervisor-2,45,11,319,8.8,9,14355
05-Jan-17,Jan-17,2,EMP-15,Supervisor-3,43,10,405,6.9,9,17415
05-Jan-17,Jan-17,2,EMP-16,Supervisor-3,33,16,461,8.8,9,15213
05-Jan-17,Jan-17,2,EMP-17,Supervisor-3,30,12,382,6.9,9,11460
05-Jan-17,Jan-17,2,EMP-18,Supervisor-3,57,20,414,9,9,23598
05-Jan-17,Jan-17,2,EMP-19,Supervisor-3,68,16,380,3.5,9,25840
05-Jan-17,Jan-17,2,EMP-20,Supervisor-3,31,17,460,6.9,9,14260
06-Jan-17,Jan-17,2,EMP-1,Supervisor-1,38,27,384,4.9,9,14592
06-Jan-17,Jan-17,2,EMP-2,Supervisor-1,65,8,379,9,9,24635
06-Jan-17,Jan-17,2,EMP-3,Supervisor-1,50,10,332,9,9,16600
06-Jan-17,Jan-17,2,EMP-4,Supervisor-1,52,27,409,9,9,21268
06-Jan-17,Jan-17,2,EMP-5,Supervisor-1,36,0,562,4.9,9,20232
06-Jan-17,Jan-17,2,EMP-6,Supervisor-2,37,23,578,3.5,9,21386
06-Jan-17,Jan-17,2,EMP-7,Supervisor-2,46,14,333,6.9,9,15318
06-Jan-17,Jan-17,2,EMP-8,Supervisor-2,56,11,472,5.9,9,26432
06-Jan-17,Jan-17,2,EMP-9,Supervisor-2,40,22,476,5.9,9,19040
06-Jan-17,Jan-17,2,EMP-10,Supervisor-2,52,21,530,8.8,9,27560
06-Jan-17,Jan-17,2,EMP-11,Supervisor-2,67,14,501,8.8,9,33567
06-Jan-17,Jan-17,2,EMP-12,Supervisor-2,54,14,334,4.9,9,18036
06-Jan-17,Jan-17,2,EMP-13,Supervisor-2,60,26,590,4.9,9,35400
06-Jan-17,Jan-17,2,EMP-14,Supervisor-2,56,25,535,5.9,9,29960
06-Jan-17,Jan-17,2,EMP-15,Supervisor-3,70,12,502,6.9,9,35140
06-Jan-17,Jan-17,2,EMP-16,Supervisor-3,57,20,347,6.9,9,19779
06-Jan-17,Jan-17,2,EMP-17,Supervisor-3,38,10,359,4.9,9,13642
06-Jan-17,Jan-17,2,EMP-18,Supervisor-3,51,12,585,8.8,9,29835
06-Jan-17,Jan-17,2,EMP-19,Supervisor-3,61,25,385,4.9,9,23485
06-Jan-17,Jan-17,2,EMP-20,Supervisor-3,56,9,536,5.9,9,30016
07-Jan-17,Jan-17,2,EMP-1,Supervisor-1,41,8,336,8.8,9,13776
07-Jan-17,Jan-17,2,EMP-2,Supervisor-1,57,22,317,9,9,18069
07-Jan-17,Jan-17,2,EMP-3,Supervisor-1,58,25,303,8.8,9,17574
07-Jan-17,Jan-17,2,EMP-4,Supervisor-1,64,20,451,6.9,9,28864
07-Jan-17,Jan-17,2,EMP-5,Supervisor-1,32,12,413,8.8,9,13216
07-Jan-17,Jan-17,2,EMP-6,Supervisor-2,36,19,405,3.5,9,14580
07-Jan-17,Jan-17,2,EMP-7,Supervisor-2,30,25,549,6.9,9,16470
07-Jan-17,Jan-17,2,EMP-8,Supervisor-2,52,13,533,9,9,27716
07-Jan-17,Jan-17,2,EMP-9,Supervisor-2,49,7,473,6.9,9,23177
07-Jan-17,Jan-17,2,EMP-10,Supervisor-2,60,18,412,3.5,9,24720
07-Jan-17,Jan-17,2,EMP-11,Supervisor-2,67,20,533,5.9,9,35711
07-Jan-17,Jan-17,2,EMP-12,Supervisor-2,51,16,394,8.8,9,20094
07-Jan-17,Jan-17,2,EMP-13,Supervisor-2,30,13,418,5.9,9,12540
07-Jan-17,Jan-17,2,EMP-14,Supervisor-2,67,22,353,3.5,9,23651
07-Jan-17,Jan-17,2,EMP-15,Supervisor-3,65,14,548,3.5,9,35620
07-Jan-17,Jan-17,2,EMP-16,Supervisor-3,52,21,537,5.9,9,27924
07-Jan-17,Jan-17,2,EMP-17,Supervisor-3,45,9,509,3.5,9,22905
07-Jan-17,Jan-17,2,EMP-18,Supervisor-3,51,17,402,6.9,9,20502
07-Jan-17,Jan-17,2,EMP-19,Supervisor-3,54,11,548,4.9,9,29592
07-Jan-17,Jan-17,2,EMP-20,Supervisor-3,49,18,495,4.9,9,24255
08-Jan-17,Jan-17,2,EMP-1,Supervisor-1,46,25,460,5.9,9,21160
08-Jan-17,Jan-17,2,EMP-2,Supervisor-1,43,5,462,4.9,9,19866
08-Jan-17,Jan-17,2,EMP-3,Supervisor-1,50,26,567,4.9,9,28350
08-Jan-17,Jan-17,2,EMP-4,Supervisor-1,33,20,524,8.8,9,17292
08-Jan-17,Jan-17,2,EMP-5,Supervisor-1,35,6,363,4.9,9,12705
08-Jan-17,Jan-17,2,EMP-6,Supervisor-2,52,14,368,8.8,9,19136
08-Jan-17,Jan-17,2,EMP-7,Supervisor-2,39,5,469,6.9,9,18291
08-Jan-17,Jan-17,2,EMP-8,Supervisor-2,47,7,437,5.9,9,20539
08-Jan-17,Jan-17,2,EMP-9,Supervisor-2,53,16,305,4.9,9,16165
08-Jan-17,Jan-17,2,EMP-10,Supervisor-2,40,15,369,6.9,9,14760
08-Jan-17,Jan-17,2,EMP-11,Supervisor-2,33,9,499,5.9,9,16467
08-Jan-17,Jan-17,2,EMP-12,Supervisor-2,69,17,597,7.8,9,41193
08-Jan-17,Jan-17,2,EMP-13,Supervisor-2,48,21,312,4.9,9,14976
08-Jan-17,Jan-17,2,EMP-14,Supervisor-2,66,26,388,6.9,9,25608
08-Jan-17,Jan-17,2,EMP-15,Supervisor-3,65,16,413,6.9,9,26845
08-Jan-17,Jan-17,2,EMP-16,Supervisor-3,70,11,554,7.8,9,38780
08-Jan-17,Jan-17,2,EMP-17,Supervisor-3,37,26,599,4.9,9,22163
08-Jan-17,Jan-17,2,EMP-18,Supervisor-3,36,27,528,5.9,9,19008
08-Jan-17,Jan-17,2,EMP-19,Supervisor-3,59,20,382,8.8,9,22538
08-Jan-17,Jan-17,2,EMP-20,Supervisor-3,66,27,438,7.8,9,28908
09-Jan-17,Jan-17,3,EMP-1,Supervisor-1,46,13,494,6.9,9,22724
09-Jan-17,Jan-17,3,EMP-2,Supervisor-1,40,16,302,4.9,9,12080
09-Jan-17,Jan-17,3,EMP-3,Supervisor-1,47,7,452,9,9,21244
09-Jan-17,Jan-17,3,EMP-4,Supervisor-1,51,17,476,5.9,9,24276
09-Jan-17,Jan-17,3,EMP-5,Supervisor-1,67,7,528,7.8,9,35376
09-Jan-17,Jan-17,3,EMP-6,Supervisor-2,63,23,350,6.9,9,22050
09-Jan-17,Jan-17,3,EMP-7,Supervisor-2,52,11,419,4.9,9,21788
09-Jan-17,Jan-17,3,EMP-8,Supervisor-2,69,15,340,6.9,9,23460
09-Jan-17,Jan-17,3,EMP-9,Supervisor-2,44,15,524,9,9,23056
09-Jan-17,Jan-17,3,EMP-10,Supervisor-2,61,22,489,8.8,9,29829
09-Jan-17,Jan-17,3,EMP-11,Supervisor-2,50,0,467,9,9,23350
09-Jan-17,Jan-17,3,EMP-12,Supervisor-2,38,16,539,8.8,9,20482
09-Jan-17,Jan-17,3,EMP-13,Supervisor-2,32,20,343,9,9,10976
09-Jan-17,Jan-17,3,EMP-14,Supervisor-2,32,14,493,6.9,9,15776
09-Jan-17,Jan-17,3,EMP-15,Supervisor-3,67,8,508,8.8,9,34036
09-Jan-17,Jan-17,3,EMP-16,Supervisor-3,37,20,354,6.9,9,13098
09-Jan-17,Jan-17,3,EMP-17,Supervisor-3,63,8,399,8.8,9,25137
09-Jan-17,Jan-17,3,EMP-18,Supervisor-3,51,18,516,9,9,26316
09-Jan-17,Jan-17,3,EMP-19,Supervisor-3,36,25,332,6.9,9,11952
09-Jan-17,Jan-17,3,EMP-20,Supervisor-3,66,23,599,9,9,39534
10-Jan-17,Jan-17,3,EMP-1,Supervisor-1,33,18,499,7.8,9,16467
10-Jan-17,Jan-17,3,EMP-2,Supervisor-1,65,13,572,9,9,37180
10-Jan-17,Jan-17,3,EMP-3,Supervisor-1,47,24,573,8.8,9,26931
10-Jan-17,Jan-17,3,EMP-4,Supervisor-1,47,17,419,7.8,9,19693
10-Jan-17,Jan-17,3,EMP-5,Supervisor-1,30,18,302,5.9,9,9060
10-Jan-17,Jan-17,3,EMP-6,Supervisor-2,53,22,465,4.9,9,24645
10-Jan-17,Jan-17,3,EMP-7,Supervisor-2,60,27,484,6.9,9,29040
10-Jan-17,Jan-17,3,EMP-8,Supervisor-2,43,14,556,5.9,9,23908
10-Jan-17,Jan-17,3,EMP-9,Supervisor-2,55,5,316,7.8,9,17380
10-Jan-17,Jan-17,3,EMP-10,Supervisor-2,61,20,333,5.9,9,20313
10-Jan-17,Jan-17,3,EMP-11,Supervisor-2,62,8,531,8.8,9,32922
10-Jan-17,Jan-17,3,EMP-12,Supervisor-2,54,19,422,5.9,9,22788
10-Jan-17,Jan-17,3,EMP-13,Supervisor-2,41,14,537,8.8,9,22017
10-Jan-17,Jan-17,3,EMP-14,Supervisor-2,56,23,512,4.9,9,28672
10-Jan-17,Jan-17,3,EMP-15,Supervisor-3,39,24,367,5.9,9,14313
10-Jan-17,Jan-17,3,EMP-16,Supervisor-3,38,10,350,4.9,9,13300
10-Jan-17,Jan-17,3,EMP-17,Supervisor-3,69,7,359,9,9,24771
10-Jan-17,Jan-17,3,EMP-18,Supervisor-3,65,21,494,6.9,9,32110
10-Jan-17,Jan-17,3,EMP-19,Supervisor-3,31,6,421,4.9,9,13051
10-Jan-17,Jan-17,3,EMP-20,Supervisor-3,43,26,528,9,9,22704
11-Jan-17,Jan-17,3,EMP-1,Supervisor-1,43,20,555,6.9,9,23865
11-Jan-17,Jan-17,3,EMP-2,Supervisor-1,33,23,535,4.9,9,17655
11-Jan-17,Jan-17,3,EMP-3,Supervisor-1,47,13,408,4.9,9,19176
11-Jan-17,Jan-17,3,EMP-4,Supervisor-1,45,11,357,8.8,9,16065
11-Jan-17,Jan-17,3,EMP-5,Supervisor-1,48,8,520,7.8,9,24960
11-Jan-17,Jan-17,3,EMP-6,Supervisor-2,32,6,586,4.9,9,18752
11-Jan-17,Jan-17,3,EMP-7,Supervisor-2,68,17,408,7.8,9,27744
11-Jan-17,Jan-17,3,EMP-8,Supervisor-2,44,5,399,7.8,9,17556
11-Jan-17,Jan-17,3,EMP-9,Supervisor-2,51,14,363,6.9,9,18513
11-Jan-17,Jan-17,3,EMP-10,Supervisor-2,32,19,363,7.8,9,11616
11-Jan-17,Jan-17,3,EMP-11,Supervisor-2,51,22,304,8.8,9,15504
11-Jan-17,Jan-17,3,EMP-12,Supervisor-2,40,21,566,9,9,22640
11-Jan-17,Jan-17,3,EMP-13,Supervisor-2,36,27,595,8.8,9,21420
11-Jan-17,Jan-17,3,EMP-14,Supervisor-2,63,12,480,6.9,9,30240
11-Jan-17,Jan-17,3,EMP-15,Supervisor-3,45,25,404,8.8,9,18180
11-Jan-17,Jan-17,3,EMP-16,Supervisor-3,39,17,510,6.9,9,19890
11-Jan-17,Jan-17,3,EMP-17,Supervisor-3,49,14,465,9,9,22785
11-Jan-17,Jan-17,3,EMP-18,Supervisor-3,70,11,526,6.9,9,36820
11-Jan-17,Jan-17,3,EMP-19,Supervisor-3,43,16,488,5.9,9,20984
11-Jan-17,Jan-17,3,EMP-20,Supervisor-3,63,5,322,4.9,9,20286
12-Jan-17,Jan-17,3,EMP-1,Supervisor-1,55,24,541,9,9,29755
12-Jan-17,Jan-17,3,EMP-2,Supervisor-1,54,9,522,5.9,9,28188
12-Jan-17,Jan-17,3,EMP-3,Supervisor-1,59,27,372,8.8,9,21948
12-Jan-17,Jan-17,3,EMP-4,Supervisor-1,39,20,485,8.8,9,18915
12-Jan-17,Jan-17,3,EMP-5,Supervisor-1,69,7,345,5.9,9,23805
12-Jan-17,Jan-17,3,EMP-6,Supervisor-2,41,11,323,7.8,9,13243
12-Jan-17,Jan-17,3,EMP-7,Supervisor-2,53,5,476,9,9,25228
12-Jan-17,Jan-17,3,EMP-8,Supervisor-2,70,19,321,4.9,9,22470
12-Jan-17,Jan-17,3,EMP-9,Supervisor-2,38,8,539,4.9,9,20482
12-Jan-17,Jan-17,3,EMP-10,Supervisor-2,33,0,488,7.8,9,16104
12-Jan-17,Jan-17,3,EMP-11,Supervisor-2,32,27,360,7.8,9,11520
12-Jan-17,Jan-17,3,EMP-12,Supervisor-2,37,17,375,8.8,9,13875
12-Jan-17,Jan-17,3,EMP-13,Supervisor-2,57,22,377,5.9,9,21489
12-Jan-17,Jan-17,3,EMP-14,Supervisor-2,66,8,458,8.8,9,30228
12-Jan-17,Jan-17,3,EMP-15,Supervisor-3,48,26,512,8.8,9,24576
12-Jan-17,Jan-17,3,EMP-16,Supervisor-3,30,18,370,6.9,9,11100
12-Jan-17,Jan-17,3,EMP-17,Supervisor-3,42,23,512,6.9,9,21504
12-Jan-17,Jan-17,3,EMP-18,Supervisor-3,66,23,311,7.8,9,20526
12-Jan-17,Jan-17,3,EMP-19,Supervisor-3,56,5,392,9,9,21952
12-Jan-17,Jan-17,3,EMP-20,Supervisor-3,31,21,304,6.9,9,9424
13-Jan-17,Jan-17,3,EMP-1,Supervisor-1,44,19,364,8.8,9,16016
13-Jan-17,Jan-17,3,EMP-2,Supervisor-1,40,15,453,8.8,9,18120
13-Jan-17,Jan-17,3,EMP-3,Supervisor-1,69,15,401,5.9,9,27669
13-Jan-17,Jan-17,3,EMP-4,Supervisor-1,67,20,439,4.9,9,29413
13-Jan-17,Jan-17,3,EMP-5,Supervisor-1,35,20,416,6.9,9,14560
13-Jan-17,Jan-17,3,EMP-6,Supervisor-2,44,7,591,7.8,9,26004
13-Jan-17,Jan-17,3,EMP-7,Supervisor-2,50,22,560,8.8,9,28000
13-Jan-17,Jan-17,3,EMP-8,Supervisor-2,59,8,396,4.9,9,23364
13-Jan-17,Jan-17,3,EMP-9,Supervisor-2,62,10,309,7.8,9,19158
13-Jan-17,Jan-17,3,EMP-10,Supervisor-2,38,25,304,5.9,9,11552
13-Jan-17,Jan-17,3,EMP-11,Supervisor-2,43,15,594,8.8,9,25542
13-Jan-17,Jan-17,3,EMP-12,Supervisor-2,46,27,404,8.8,9,18584
13-Jan-17,Jan-17,3,EMP-13,Supervisor-2,51,23,383,4.9,9,19533
13-Jan-17,Jan-17,3,EMP-14,Supervisor-2,50,6,495,7.8,9,24750
13-Jan-17,Jan-17,3,EMP-15,Supervisor-3,67,5,471,4.9,9,31557
13-Jan-17,Jan-17,3,EMP-16,Supervisor-3,51,13,396,5.9,9,20196
13-Jan-17,Jan-17,3,EMP-17,Supervisor-3,55,10,591,9,9,32505
13-Jan-17,Jan-17,3,EMP-18,Supervisor-3,63,27,550,9,9,34650
13-Jan-17,Jan-17,3,EMP-19,Supervisor-3,54,10,314,5.9,9,16956
13-Jan-17,Jan-17,3,EMP-20,Supervisor-3,67,19,439,9,9,29413
14-Jan-17,Jan-17,3,EMP-1,Supervisor-1,33,17,515,4.9,9,16995
14-Jan-17,Jan-17,3,EMP-2,Supervisor-1,60,20,472,9,9,28320
14-Jan-17,Jan-17,3,EMP-3,Supervisor-1,43,13,465,4.9,9,19995
14-Jan-17,Jan-17,3,EMP-4,Supervisor-1,45,23,538,8.8,9,24210
14-Jan-17,Jan-17,3,EMP-5,Supervisor-1,56,26,466,7.8,9,26096
14-Jan-17,Jan-17,3,EMP-6,Supervisor-2,55,20,407,6.9,9,22385
14-Jan-17,Jan-17,3,EMP-7,Supervisor-2,49,14,522,5.9,9,25578
14-Jan-17,Jan-17,3,EMP-8,Supervisor-2,32,20,428,8.8,9,13696
14-Jan-17,Jan-17,3,EMP-9,Supervisor-2,51,14,385,9,9,19635
14-Jan-17,Jan-17,3,EMP-10,Supervisor-2,44,26,471,9,9,20724
14-Jan-17,Jan-17,3,EMP-11,Supervisor-2,64,6,573,6.9,9,36672
14-Jan-17,Jan-17,3,EMP-12,Supervisor-2,41,26,402,5.9,9,16482
14-Jan-17,Jan-17,3,EMP-13,Supervisor-2,55,9,563,5.9,9,30965
14-Jan-17,Jan-17,3,EMP-14,Supervisor-2,32,16,404,5.9,9,12928
14-Jan-17,Jan-17,3,EMP-15,Supervisor-3,36,8,375,7.8,9,13500
14-Jan-17,Jan-17,3,EMP-16,Supervisor-3,63,15,347,4.9,9,21861
14-Jan-17,Jan-17,3,EMP-17,Supervisor-3,37,13,465,5.9,9,17205
14-Jan-17,Jan-17,3,EMP-18,Supervisor-3,51,21,545,5.9,9,27795
14-Jan-17,Jan-17,3,EMP-19,Supervisor-3,49,12,580,8.8,9,28420
14-Jan-17,Jan-17,3,EMP-20,Supervisor-3,60,20,431,9,9,25860
15-Jan-17,Jan-17,3,EMP-1,Supervisor-1,56,17,447,6.9,9,25032
15-Jan-17,Jan-17,3,EMP-2,Supervisor-1,67,14,571,5.9,9,38257
15-Jan-17,Jan-17,3,EMP-3,Supervisor-1,58,14,324,4.9,9,18792
15-Jan-17,Jan-17,3,EMP-4,Supervisor-1,57,21,412,5.9,9,23484
15-Jan-17,Jan-17,3,EMP-5,Supervisor-1,42,14,300,5.9,9,12600
15-Jan-17,Jan-17,3,EMP-6,Supervisor-2,31,26,577,8.8,9,17887
15-Jan-17,Jan-17,3,EMP-7,Supervisor-2,53,23,419,9,9,22207
15-Jan-17,Jan-17,3,EMP-8,Supervisor-2,66,14,560,6.9,9,36960
15-Jan-17,Jan-17,3,EMP-9,Supervisor-2,66,26,412,7.8,9,27192
15-Jan-17,Jan-17,3,EMP-10,Supervisor-2,60,20,375,7.8,9,22500
15-Jan-17,Jan-17,3,EMP-11,Supervisor-2,40,13,461,5.9,9,18440
15-Jan-17,Jan-17,3,EMP-12,Supervisor-2,60,8,543,4.9,9,32580
15-Jan-17,Jan-17,3,EMP-13,Supervisor-2,40,20,573,4.9,9,22920
15-Jan-17,Jan-17,3,EMP-14,Supervisor-2,47,12,391,4.9,9,18377
15-Jan-17,Jan-17,3,EMP-15,Supervisor-3,62,10,556,5.9,9,34472
15-Jan-17,Jan-17,3,EMP-16,Supervisor-3,39,27,458,6.9,9,17862
15-Jan-17,Jan-17,3,EMP-17,Supervisor-3,32,16,527,9,9,16864
15-Jan-17,Jan-17,3,EMP-18,Supervisor-3,47,16,360,8.8,9,16920
15-Jan-17,Jan-17,3,EMP-19,Supervisor-3,30,26,426,7.8,9,12780
15-Jan-17,Jan-17,3,EMP-20,Supervisor-3,60,21,327,6.9,9,19620
16-Jan-17,Jan-17,4,EMP-1,Supervisor-1,68,19,558,6.9,9,37944
16-Jan-17,Jan-17,4,EMP-2,Supervisor-1,70,9,587,9,9,41090
16-Jan-17,Jan-17,4,EMP-3,Supervisor-1,68,26,465,6.9,9,31620
16-Jan-17,Jan-17,4,EMP-4,Supervisor-1,64,21,314,8.8,9,20096
16-Jan-17,Jan-17,4,EMP-5,Supervisor-1,65,12,401,7.8,9,26065
16-Jan-17,Jan-17,4,EMP-6,Supervisor-2,39,18,592,6.9,9,23088
16-Jan-17,Jan-17,4,EMP-7,Supervisor-2,64,21,354,8.8,9,22656
16-Jan-17,Jan-17,4,EMP-8,Supervisor-2,38,13,467,7.8,9,17746
16-Jan-17,Jan-17,4,EMP-9,Supervisor-2,44,16,416,5.9,9,18304
